Timestamp,ID,DLC,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Label
0.040302,02a0,8,0,96,157,219,12,186,2,0,0
0.040541,0080,8,23,158,10,32,26,33,7,0,0
0.040782,0081,8,132,96,0,0,0,0,23,0,0
0.041022,0153,8,128,16,255,0,255,128,14,0,0
0.041268,018f,8,41,33,0,0,69,0,0,0,0
0.041509,0220,8,3,244,3,12,0,62,16,0,0
0.041739,0316,8,32,158,10,33,26,0,127,0,0
0.041975,0329,8,167,127,140,17,47,0,16,0,0
0.042211,0370,8,32,0,128,255,0,0,236,0,0
0.042459,0382,8,254,15,0,0,0,0,0,0,0
0.04271,0440,8,240,0,0,255,148,9,0,0,0
0.042944,04f2,8,0,160,56,0,0,0,244,0,0
0.043037,02c0,0,0,0,0,0,0,0,0,0,0
0.043298,02c0,8,0,0,0,0,0,0,0,0,0
0.043538,0545,8,16,0,138,51,0,52,0,0,0
0.045391,02b0,5,0,0,7,100,0,0,0,0,0
0.045621,0165,8,232,127,0,0,0,4,131,0,0
0.045865,04b1,8,1,0,0,0,0,0,1,0,0
0.046112,0164,8,8,0,0,0,0,5,13,0,0
0.049702,04f0,8,0,234,0,0,206,210,4,0,0
0.049903,0316,8,32,158,10,33,26,0,127,0,0
0.050136,0329,8,167,127,140,17,47,0,16,0,0
0.050375,0080,8,23,158,10,32,26,33,248,0,0
0.050616,0081,8,132,96,0,0,0,0,8,0,0
0.050856,0110,8,60,48,9,0,0,0,0,0,0
0.051096,0153,8,128,16,255,0,255,144,30,0,0
0.05134,018f,8,41,33,0,0,69,0,0,0,0
0.051589,01f1,8,0,0,0,0,0,0,0,0,0
0.051831,0220,8,3,246,3,9,0,60,16,0,0
0.052069,0260,8,33,0,48,255,147,97,4,0,0
0.052301,02a0,8,0,96,157,219,12,186,2,0,0
0.052543,0370,8,32,0,128,255,0,0,160,0,0
0.052781,043f,8,80,96,255,75,148,9,0,0,0
0.053027,0440,8,0,0,0,255,148,9,0,0,0
0.053268,0545,8,16,0,137,51,0,52,0,0,0
0.05343,04b0,0,0,0,0,0,0,0,0,0,0
0.053684,04b0,8,0,0,0,0,0,0,0,0,0
0.055377,04b0,8,0,0,0,0,0,0,0,0,0
0.055623,0164,8,8,0,0,0,0,6,14,0,0
0.055858,0165,8,248,127,0,0,0,5,141,0,0
0.056044,02b0,5,0,0,7,101,0,0,0,0,0
0.056951,0350,8,32,68,121,123,0,0,99,0,0
0.059412,0587,8,0,0,0,0,0,0,8,0,0
0.059728,04f2,8,0,160,56,0,0,0,245,0,0
0.059964,0370,8,32,0,128,255,0,0,100,0,0
0.060196,0316,8,32,158,10,33,26,0,127,0,0
0.060433,0153,8,128,16,255,0,255,160,46,0,0
0.060608,0050,4,130,0,0,0,0,0,0,0,0
0.060843,0080,8,23,158,10,32,26,33,233,0,0
0.061097,0081,8,132,96,0,0,0,0,249,0,0
0.061329,018f,8,41,33,0,0,69,0,0,0,0
0.061568,0220,8,3,255,3,12,0,59,16,0,0
0.061799,0260,8,33,0,48,255,147,97,19,0,0
0.062034,02a0,8,0,96,157,219,12,186,2,0,0
0.062272,0329,8,167,127,140,17,47,0,16,0,0
0.062518,0382,8,254,15,0,0,0,0,4,0,0
0.06276,043f,8,80,96,255,75,144,9,0,0,0
0.063005,0440,8,80,0,0,255,144,9,0,0,0
0.063239,0545,8,16,0,137,50,0,51,0,0,0
0.063749,04b1,0,0,0,0,0,0,0,0,0,0
0.063998,04b1,8,1,0,0,0,0,0,1,0,0
0.065284,04b1,8,1,0,0,0,0,0,1,0,0
0.065532,0164,8,8,0,0,0,0,7,15,0,0
0.065771,0165,8,232,127,0,0,0,6,158,0,0
0.065956,02b0,5,0,0,7,86,0,0,0,0,0
0.066195,00a0,8,117,156,10,0,37,0,2,0,0
0.066434,00a1,8,134,128,128,39,0,0,0,0,0
0.069769,04f0,8,0,236,0,0,206,210,4,0,0
0.069936,0370,8,32,0,128,255,0,0,40,0,0
0.070176,02a0,8,0,96,157,219,12,186,2,0,0
0.070427,0153,8,128,16,255,0,255,176,62,0,0
0.070676,0018,8,0,1,112,1,0,32,16,0,0
0.070908,0080,8,23,206,10,34,26,34,122,0,0
0.071153,0081,8,132,96,0,0,0,0,234,0,0
0.071384,018f,8,41,34,0,0,69,0,0,0,0
0.071634,01f1,8,0,0,0,0,0,0,0,0,0
0.071874,0220,8,3,3,4,9,0,59,16,0,0
0.072103,0260,8,34,0,48,255,147,99,47,0,0
0.072333,0316,8,34,206,10,34,26,0,127,0,0
0.072573,0329,8,167,127,140,17,47,0,16,0,0
0.072812,043f,8,80,96,255,75,144,9,0,0,0
0.073056,0440,8,160,0,0,255,144,9,0,0,0
0.073285,0545,8,15,0,140,61,0,61,0,0,0
0.074054,05a0,0,0,0,0,0,0,0,0,0,0
0.074307,05a0,8,0,0,0,0,0,0,0,0,0
0.075251,04b0,8,0,0,0,0,0,0,0,0,0
0.075473,0164,8,8,0,0,0,0,8,0,0,0
0.075704,0165,8,232,127,0,0,0,7,159,0,0
0.075883,02b0,5,0,0,7,119,0,0,0,0,0
0.076901,0350,8,32,84,121,123,0,0,115,0,0
0.079709,04f2,8,0,160,56,0,0,0,246,0,0
0.079944,0316,8,34,204,10,34,26,0,127,0,0
0.080186,0153,8,128,16,255,0,255,192,78,0,0
0.080421,0080,8,23,204,10,34,26,34,139,0,0
0.080662,0081,8,132,96,0,0,0,0,219,0,0
0.080899,018f,8,41,34,0,0,69,0,0,0,0
0.081135,0220,8,3,3,4,9,0,59,16,0,0
0.081372,0260,8,34,0,48,255,147,99,62,0,0
0.081604,02a0,8,0,96,157,219,12,186,2,0,0
0.081845,0329,8,167,127,140,17,47,0,16,0,0
0.082088,0370,8,32,0,128,255,0,0,236,0,0
0.082334,0382,8,254,15,0,0,0,0,8,0,0
0.082571,043f,8,80,96,255,75,144,9,0,0,0
0.082816,0440,8,240,0,0,255,144,9,0,0,0
0.083051,0545,8,15,0,140,63,0,63,0,0,0
0.08429,05a2,0,0,0,0,0,0,0,0,0,0
0.084459,05a2,4,0,165,1,0,0,0,0,0,0
0.085122,04b1,8,1,0,0,0,0,0,1,0,0
0.085365,0164,8,8,0,0,0,0,9,1,0,0
0.085613,0165,8,232,127,0,0,0,8,144,0,0
0.085793,02b0,5,0,0,7,136,0,0,0,0,0
0.089853,043f,8,80,96,255,75,144,9,0,0,0
0.090093,0153,8,128,16,255,0,255,208,94,0,0
0.090343,01f1,8,0,0,0,0,0,0,0,0,0
0.090581,0080,8,23,204,10,34,26,34,124,0,0
0.090823,0081,8,132,96,0,0,0,0,204,0,0
0.091061,018f,8,41,34,0,0,69,0,0,0,0
0.091303,0220,8,3,4,4,9,0,60,16,0,0
0.091536,0260,8,34,0,48,255,147,99,1,0,0
0.091772,02a0,8,0,96,157,219,12,186,2,0,0
0.092007,0316,8,34,204,10,34,26,0,127,0,0
0.092245,0329,8,167,127,140,17,47,0,16,0,0
0.092488,0370,8,32,0,128,255,0,0,160,0,0
0.092729,0440,8,0,0,0,255,148,9,0,0,0
0.092967,04f0,8,0,238,0,0,206,210,4,0,0
0.093206,0545,8,15,0,140,63,0,63,0,0,0
0.093448,04f1,8,22,0,0,0,0,0,0,0,0
0.09371,0690,8,0,1,32,160,0,44,8,0,0
0.094549,0153,0,0,0,0,0,0,0,0,0,0
0.094792,0153,8,128,16,255,0,255,208,94,0,0
0.095043,04b0,8,0,0,0,0,0,0,0,0,0
0.09529,0164,8,8,0,0,0,0,10,2,0,0
0.095527,0165,8,232,127,0,0,0,9,145,0,0
0.095714,02b0,5,0,0,7,153,0,0,0,0,0
0.095861,05e4,3,2,0,0,0,0,0,0,0,0
0.096912,0350,8,32,100,121,123,0,0,67,0,0
0.099767,04f2,8,0,176,56,0,0,0,247,0,0
0.1,0153,8,128,16,255,0,255,224,110,0,0
0.100237,0220,8,3,5,4,9,0,63,16,0,0
0.100471,0316,8,34,204,10,34,26,0,127,0,0
0.100707,0080,8,23,204,10,34,26,34,109,0,0
0.100949,0081,8,132,96,0,0,0,0,189,0,0
0.101184,018f,8,41,34,0,0,69,0,0,0,0
0.101419,0260,8,34,0,48,255,147,99,16,0,0
0.101654,02a0,8,0,96,157,219,12,186,2,0,0
0.101892,0329,8,167,127,140,17,47,0,16,0,0
0.102131,0370,8,32,0,128,255,0,0,100,0,0
0.102379,0382,8,254,15,0,0,0,0,12,0,0
0.102618,043f,8,80,96,255,75,144,9,0,0,0
0.102859,0440,8,80,0,0,255,148,9,0,0,0
0.103096,0545,8,15,0,139,61,0,61,0,0,0
0.103343,059b,8,0,0,0,0,0,0,136,0,0
0.104957,04b1,8,1,0,0,0,0,0,1,0,0
0.105201,0164,8,8,0,0,0,0,11,3,0,0
0.105288,0164,0,0,0,0,0,0,0,0,0,0
0.105544,0164,8,8,0,0,0,0,11,3,0,0
0.105784,0165,8,216,127,0,0,0,10,162,0,0
0.105969,02b0,5,0,0,7,154,0,0,0,0,0
0.109685,04f0,8,0,240,0,0,206,210,4,0,0
0.109926,0153,8,128,16,255,0,255,0,142,0,0
0.110171,01f1,8,0,0,0,0,0,0,0,0,0
0.110407,0220,8,3,1,4,9,0,66,16,0,0
0.110639,0260,8,33,0,48,255,147,99,32,0,0
0.110871,0080,8,23,156,10,34,26,33,158,0,0
0.111114,0081,8,132,96,0,0,0,0,174,0,0
0.111364,018f,8,41,33,0,0,69,0,0,0,0
0.111593,02a0,8,0,96,157,219,12,186,2,0,0
0.111828,0316,8,34,156,10,33,26,0,127,0,0
0.11206,0329,8,167,127,140,17,47,0,16,0,0
0.112304,0370,8,32,0,128,255,0,0,40,0,0
0.112547,043f,8,80,96,255,75,140,9,0,0,0
0.112785,0440,8,160,0,0,255,140,9,0,0,0
0.113033,0510,8,0,0,0,0,0,0,0,0,0
0.113266,0545,8,15,0,139,59,0,59,0,0,0
0.114914,04b0,8,0,0,0,0,0,0,0,0,0
0.115144,0164,8,8,0,0,0,0,12,4,0,0
0.1154,02b0,5,0,0,7,139,0,0,0,0,0
0.115647,0165,8,232,127,0,0,0,11,140,0,0
0.115719,01f1,0,0,0,0,0,0,0,0,0,0
0.115983,01f1,8,0,0,0,0,0,0,0,0,0
0.117087,0350,8,32,116,121,123,0,0,83,0,0
0.119731,04f2,8,0,176,56,0,0,0,248,0,0
0.119938,0153,8,128,16,255,0,255,16,158,0,0
0.120172,0220,8,3,250,3,12,0,69,16,0,0
0.120401,02a0,8,0,96,157,219,12,186,2,0,0
0.12064,0260,8,33,0,48,255,147,99,63,0,0
0.120872,0080,8,23,156,10,34,26,33,143,0,0
0.121116,0081,8,132,96,0,0,0,0,159,0,0
0.121361,018f,8,41,33,0,0,69,0,0,0,0
0.121595,0316,8,34,156,10,33,26,0,127,0,0
0.121825,0329,8,167,127,140,17,47,0,16,0,0
0.122067,0370,8,32,0,128,255,0,0,236,0,0
0.122315,0382,8,254,15,0,0,0,0,0,0,0
0.122554,043f,8,80,96,255,75,136,9,0,0,0
0.122802,0440,8,240,0,0,255,136,9,0,0,0
0.123038,0545,8,15,0,138,60,0,60,0,0,0
0.124821,04b1,8,1,0,0,0,0,0,1,0,0
0.125058,0164,8,8,0,0,0,0,13,5,0,0
0.125385,02b0,5,0,0,7,204,0,0,0,0,0
0.125633,0165,8,232,127,0,0,0,12,148,0,0
0.125898,0220,0,0,0,0,0,0,0,0,0,0
0.126137,0220,8,3,250,3,12,0,69,16,0,0
0.129707,04f0,8,0,242,0,0,206,210,4,0,0
0.129914,0153,8,128,16,255,0,255,32,174,0,0
0.130161,01f1,8,0,0,0,0,0,0,0,0,0
0.130392,0080,8,23,166,10,34,26,33,192,0,0
0.130632,0081,8,132,96,0,0,0,0,128,0,0
0.130876,018f,8,41,33,0,0,69,0,0,0,0
0.131112,0220,8,3,244,3,9,0,69,16,0,0
0.131348,0260,8,33,0,48,255,147,99,2,0,0
0.131584,02a0,8,0,96,157,219,12,186,2,0,0
0.131817,0316,8,34,166,10,33,26,0,127,0,0
0.132049,0329,8,167,127,140,17,47,0,16,0,0
0.132291,0370,8,32,0,128,255,0,0,160,0,0
0.132532,043f,8,80,96,255,75,136,9,0,0,0
0.132774,0440,8,0,0,0,255,136,9,0,0,0
0.133014,0545,8,15,0,138,60,0,60,0,0,0
0.134759,04b0,8,0,0,0,0,0,0,0,0,0
0.134975,0164,8,8,0,0,0,0,14,6,0,0
0.135422,02b0,5,0,0,7,237,0,0,0,0,0
0.135656,0165,8,232,127,0,0,0,13,149,0,0
0.136195,02c0,0,0,0,0,0,0,0,0,0,0
0.136454,02c0,8,0,0,0,0,0,0,0,0,0
0.136982,0350,8,32,132,121,123,0,0,163,0,0
0.137214,02c0,8,0,0,0,0,0,0,0,0,0
0.139702,0153,8,128,16,255,0,255,48,190,0,0
0.139906,0220,8,3,247,3,9,0,67,16,0,0
0.140138,0316,8,34,166,10,33,26,0,127,0,0
0.140382,018f,8,41,33,0,0,69,0,0,0,0
0.140614,0080,8,23,166,10,34,26,33,177,0,0
0.140857,0081,8,132,96,0,0,0,0,113,0,0
0.141088,0260,8,33,0,48,255,147,99,17,0,0
0.141325,02a0,8,0,96,157,219,12,186,2,0,0
0.141554,0329,8,167,127,140,17,47,0,16,0,0
0.141794,0370,8,32,0,128,255,0,0,100,0,0
0.142041,0382,8,254,15,0,0,0,0,4,0,0
0.142279,043f,8,80,96,255,75,136,9,0,0,0
0.142525,0440,8,80,0,0,255,136,9,0,0,0
0.142765,04f2,8,0,176,56,0,0,0,249,0,0
0.142999,0545,8,15,0,138,60,0,60,0,0,0
0.144655,04b1,8,1,0,0,0,0,0,1,0,0
0.144888,0164,8,8,0,0,0,0,15,7,0,0
0.145441,02b0,5,0,0,7,238,0,0,0,0,0
0.145662,0165,8,232,127,0,0,0,14,150,0,0
0.146494,04b0,0,0,0,0,0,0,0,0,0,0
0.146744,04b0,8,0,0,0,0,0,0,0,0,0
0.149617,0153,8,128,16,255,0,255,64,206,0,0
0.149839,01f1,8,0,0,0,0,0,0,0,0,0
0.150072,0220,8,3,255,3,9,0,61,16,0,0
0.150314,0370,8,32,0,128,255,0,0,40,0,0
0.150555,0110,8,60,48,9,0,0,0,0,0,0
0.150795,043f,8,80,96,255,75,136,9,0,0,0
0.151025,0316,8,34,166,10,33,26,0,127,0,0
0.151263,02a0,8,0,96,157,219,12,186,2,0,0
0.151498,0080,8,23,166,10,34,26,33,162,0,0
0.151743,0081,8,132,96,0,0,0,0,98,0,0
0.151981,018f,8,41,33,0,0,69,0,0,0,0
0.152217,0260,8,33,0,48,255,147,99,32,0,0
0.152448,0329,8,167,127,140,17,47,0,16,0,0
0.152688,0440,8,160,0,0,255,136,9,0,0,0
0.15293,04f0,8,0,244,0,0,206,210,4,0,0
0.153165,0545,8,15,0,139,60,0,60,0,0,0
0.154592,04b0,8,0,0,0,0,0,0,0,0,0
0.154816,0164,8,8,0,0,0,0,0,8,0,0
0.155473,02b0,5,0,0,7,255,0,0,0,0,0
0.15571,0165,8,232,127,0,0,0,15,151,0,0
0.156931,0350,8,32,148,121,123,0,0,179,0,0
0.157,04b1,0,0,0,0,0,0,0,0,0,0
0.157268,04b1,8,1,0,0,0,0,0,1,0,0
0.159408,0587,8,0,0,0,0,0,0,9,0,0
0.159634,0153,8,128,16,255,0,255,80,222,0,0
0.15987,0220,8,3,2,4,9,0,56,16,0,0
0.1601,0316,8,34,240,10,33,26,0,127,0,0
0.160339,0260,8,33,0,48,255,147,99,63,0,0
0.160571,0080,8,23,240,10,34,26,33,163,0,0
0.160812,0081,8,132,96,0,0,0,0,83,0,0
0.161058,018f,8,41,33,0,0,69,0,0,0,0
0.161289,02a0,8,0,96,157,219,12,186,2,0,0
0.161519,0329,8,167,127,140,17,47,0,16,0,0
0.161763,0370,8,32,0,128,255,0,0,236,0,0
0.16201,0382,8,254,15,0,0,0,0,8,0,0
0.162248,043f,8,80,96,255,75,136,9,0,0,0
0.162492,0440,8,240,0,0,255,140,9,0,0,0
0.162732,04f2,8,0,176,56,0,0,0,250,0,0
0.162977,0545,8,15,0,140,60,0,60,0,0,0
0.164504,04b1,8,1,0,0,0,0,0,1,0,0
0.164724,0164,8,8,0,0,0,0,1,9,0,0
0.165434,02b0,5,0,0,7,32,0,0,0,0,0
0.165662,00a0,8,117,156,10,0,37,0,2,0,0
0.165898,00a1,8,134,128,128,40,0,0,0,0,0
0.166141,0165,8,232,127,0,0,0,0,152,0,0
0.16706,05a0,0,0,0,0,0,0,0,0,0,0
0.167314,05a0,8,0,0,0,0,0,0,0,0,0
0.169447,0153,8,128,16,255,0,255,96,238,0,0
0.169673,01f1,8,0,0,0,0,0,0,0,0,0
0.169915,0220,8,3,2,4,9,0,52,16,0,0
0.170141,0316,8,34,238,10,33,26,0,127,0,0
0.170375,0080,8,23,238,10,34,26,33,196,0,0
0.170618,0081,8,132,96,0,0,0,0,68,0,0
0.170866,018f,8,41,33,0,0,69,0,0,0,0
0.171096,0260,8,33,0,48,255,147,99,2,0,0
0.171336,02a0,8,0,96,157,219,12,186,2,0,0
0.171567,0329,8,167,127,140,17,47,0,16,0,0
0.171808,0370,8,32,0,128,255,0,0,160,0,0
0.172048,043f,8,80,96,255,75,140,9,0,0,0
0.172292,0440,8,0,0,0,255,148,9,0,0,0
0.172525,04f0,8,0,246,0,0,206,210,4,0,0
0.172764,0545,8,23,0,140,60,0,60,0,0,0
0.174429,04b0,8,0,0,0,0,0,0,0,0,0
0.174656,0164,8,8,0,0,0,0,2,10,0,0
0.175493,02b0,5,0,0,7,33,0,0,0,0,0
0.175713,0165,8,232,127,0,0,0,1,153,0,0
0.177033,0350,8,32,164,121,123,0,0,131,0,0
0.177441,05a2,0,0,0,0,0,0,0,0,0,0
0.177604,05a2,4,0,165,1,0,0,0,0,0,0
0.179363,0153,8,128,16,255,0,255,112,254,0,0
0.179593,0220,8,3,5,4,12,0,52,16,0,0
0.179829,04f2,8,0,176,56,0,0,0,251,0,0
0.180071,0370,8,32,0,128,255,0,0,100,0,0
0.180303,0316,8,34,238,10,33,26,0,127,0,0
0.180532,0260,8,33,0,48,255,147,99,17,0,0
0.18077,0080,8,23,238,10,34,26,33,181,0,0
0.181006,0081,8,132,96,0,0,0,0,53,0,0
0.181253,018f,8,41,33,0,0,69,0,0,0,0
0.181485,02a0,8,0,96,157,219,12,186,2,0,0
0.18172,0329,8,167,127,140,17,47,0,16,0,0
0.181961,0382,8,254,15,0,0,0,0,12,0,0
0.182202,043f,8,80,96,255,75,144,9,0,0,0
0.182445,0440,8,80,0,0,255,148,9,0,0,0
0.182681,0545,8,23,0,140,60,0,60,0,0,0
0.184336,04b1,8,1,0,0,0,0,0,1,0,0
0.18456,0164,8,8,0,0,0,0,3,11,0,0
0.185488,02b0,5,0,0,7,34,0,0,0,0,0
0.185725,0165,8,232,127,0,0,0,2,154,0,0
0.187749,0153,0,0,0,0,0,0,0,0,0,0
0.187988,0153,8,128,16,255,0,255,112,254,0,0
0.189283,0153,8,128,16,255,0,255,128,14,0,0
0.189513,01f1,8,0,0,0,0,0,0,0,0,0
0.189749,0220,8,3,6,4,12,0,52,16,0,0
0.189994,0370,8,32,0,128,255,0,0,40,0,0
0.190228,0316,8,34,238,10,33,26,0,127,0,0
0.190477,018f,8,41,33,0,0,69,0,0,0,0
0.190705,0080,8,23,238,10,34,26,33,166,0,0
0.190943,0081,8,132,96,0,0,0,0,38,0,0
0.191176,0260,8,33,0,48,255,147,99,32,0,0
0.191416,02a0,8,0,96,157,219,12,186,2,0,0
0.191646,0329,8,167,127,140,17,47,0,16,0,0
0.191886,043f,8,80,96,255,75,148,9,0,0,0
0.192123,0440,8,160,0,0,255,152,9,0,0,0
0.192367,04f0,8,0,248,0,0,206,210,4,0,0
0.192606,0545,8,23,0,139,60,0,60,0,0,0
0.192849,04f1,8,22,0,0,0,0,0,0,0,0
0.193121,051a,8,3,0,0,0,0,0,0,0,0
0.193381,0690,8,0,1,32,160,0,48,8,0,0
0.194246,04b0,8,0,0,0,0,0,0,0,0,0
0.194492,0164,8,8,0,0,0,0,4,12,0,0
0.195471,05e4,3,2,0,0,0,0,0,0,0,0
0.195686,0165,8,232,127,0,0,0,3,155,0,0
0.195869,02b0,5,0,0,7,19,0,0,0,0,0
0.197007,0350,8,32,180,121,123,0,0,147,0,0
0.198036,0164,0,0,0,0,0,0,0,0,0,0
0.198291,0164,8,8,0,0,0,0,4,12,0,0
0.199195,0153,8,128,16,255,0,255,144,30,0,0
0.199424,0220,8,3,1,4,9,0,52,16,0,0
0.199786,04f2,8,0,192,56,0,0,0,252,0,0
0.200014,0316,8,32,164,10,32,26,0,127,0,0
0.200249,02a0,8,0,96,157,219,12,186,2,0,0
0.20048,0080,8,23,164,10,32,26,32,167,0,0
0.200727,0081,8,132,96,0,0,0,0,23,0,0
0.200894,0120,4,0,0,0,0,0,0,0,0,0
0.201138,018f,8,41,32,0,0,69,0,0,0,0
0.201372,0260,8,32,0,48,255,147,97,50,0,0
0.201605,0329,8,167,127,140,17,47,0,16,0,0
0.201845,0370,8,32,0,128,255,0,0,236,0,0
0.202092,0382,8,254,15,0,0,0,0,0,0,0
0.202334,043f,8,80,96,255,75,148,9,0,0,0
0.202577,0440,8,240,0,0,255,152,9,0,0,0
0.20283,0517,8,0,0,0,0,0,0,0,0,0
0.203056,0545,8,23,0,139,52,0,51,0,0,0
0.203303,059b,8,0,0,0,0,0,0,76,0,0
0.204158,04b1,8,1,0,0,0,0,0,1,0,0
0.204394,0164,8,8,0,0,0,0,5,13,0,0
0.205458,02b0,5,0,0,7,100,0,0,0,0,0
0.205676,0165,8,232,127,0,0,0,4,156,0,0
0.208354,01f1,0,0,0,0,0,0,0,0,0,0
0.208604,01f1,8,0,0,0,0,0,0,0,0,0
0.209104,0153,8,128,16,255,0,255,160,46,0,0
0.209345,01f1,8,0,0,0,0,0,0,0,0,0
0.209583,0220,8,3,249,3,12,0,52,16,0,0
0.209875,0316,8,32,166,10,32,26,0,127,0,0
0.210112,018f,8,41,32,0,0,69,0,0,0,0
0.210354,0260,8,32,0,48,255,147,97,5,0,0
0.210585,0080,8,23,166,10,32,26,32,120,0,0
0.210828,0081,8,132,96,0,0,0,0,8,0,0
0.21106,02a0,8,0,96,157,219,12,186,2,0,0
0.211295,0329,8,167,127,140,17,47,0,16,0,0
