Timestamp,ID,DLC,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Label
0.095714,02b0,5,00,00,07,99,00,00,00,00,0
0.095861,05e4,3,02,00,00,00,00,00,00,00,0
0.096912,0350,8,20,64,79,7b,00,00,43,00,0
0.099767,04f2,8,00,b0,38,00,00,00,f7,00,0
0.1,0153,8,80,10,ff,00,ff,e0,6e,00,0
0.100237,0220,8,03,05,04,09,00,3f,10,00,0
0.100471,0316,8,22,cc,0a,22,1a,00,7f,00,0
0.100707,0080,8,17,cc,0a,22,1a,22,6d,00,0
0.100949,0081,8,84,60,00,00,00,00,bd,00,0
0.101184,018f,8,29,22,00,00,45,00,00,00,0
0.101419,0260,8,22,00,30,ff,93,63,10,00,0
0.101654,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.101892,0329,8,a7,7f,8c,11,2f,00,10,00,0
0.102131,0370,8,20,00,80,ff,00,00,64,00,0
0.102379,0382,8,fe,0f,00,00,00,00,0c,00,0
0.102618,043f,8,50,60,ff,4b,90,09,00,00,0
0.102859,0440,8,50,00,00,ff,94,09,00,00,0
0.103096,0545,8,0f,00,8b,3d,00,3d,00,00,0
0.103343,059b,8,00,00,00,00,00,00,88,00,0
0.104957,04b1,8,01,00,00,00,00,00,01,00,0
0.105201,0164,8,08,00,00,00,00,0b,03,00,0
0.105288,0164,0,00,00,00,00,00,00,00,00,0
0.105544,0164,8,08,00,00,00,00,0b,03,00,0
0.105784,0165,8,d8,7f,00,00,00,0a,a2,00,0
0.105969,02b0,5,00,00,07,9a,00,00,00,00,0
0.109685,04f0,8,00,f0,00,00,ce,d2,04,00,0
0.109926,0153,8,80,10,ff,00,ff,00,8e,00,0
0.110171,01f1,8,00,00,00,00,00,00,00,00,0
0.110407,0220,8,03,01,04,09,00,42,10,00,0
0.110639,0260,8,21,00,30,ff,93,63,20,00,0
0.110871,0080,8,17,9c,0a,22,1a,21,9e,00,0
0.111114,0081,8,84,60,00,00,00,00,ae,00,0
0.111364,018f,8,29,21,00,00,45,00,00,00,0
0.111593,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.111828,0316,8,22,9c,0a,21,1a,00,7f,00,0
0.11206,0329,8,a7,7f,8c,11,2f,00,10,00,0
0.112304,0370,8,20,00,80,ff,00,00,28,00,0
0.112547,043f,8,50,60,ff,4b,8c,09,00,00,0
0.112785,0440,8,a0,00,00,ff,8c,09,00,00,0
0.113033,0510,8,00,00,00,00,00,00,00,00,0
0.113266,0545,8,0f,00,8b,3b,00,3b,00,00,0
0.114914,04b0,8,00,00,00,00,00,00,00,00,0
0.115144,0164,8,08,00,00,00,00,0c,04,00,0
0.1154,02b0,5,00,00,07,8b,00,00,00,00,0
0.115647,0165,8,e8,7f,00,00,00,0b,8c,00,0
0.115719,01f1,0,00,00,00,00,00,00,00,00,0
0.115983,01f1,8,00,00,00,00,00,00,00,00,0
0.117087,0350,8,20,74,79,7b,00,00,53,00,0
0.119731,04f2,8,00,b0,38,00,00,00,f8,00,0
0.119938,0153,8,80,10,ff,00,ff,10,9e,00,0
0.120172,0220,8,03,fa,03,0c,00,45,10,00,0
0.120401,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.12064,0260,8,21,00,30,ff,93,63,3f,00,0
0.120872,0080,8,17,9c,0a,22,1a,21,8f,00,0
0.121116,0081,8,84,60,00,00,00,00,9f,00,0
0.121361,018f,8,29,21,00,00,45,00,00,00,0
0.121595,0316,8,22,9c,0a,21,1a,00,7f,00,0
0.121825,0329,8,a7,7f,8c,11,2f,00,10,00,0
0.122067,0370,8,20,00,80,ff,00,00,ec,00,0
0.122315,0382,8,fe,0f,00,00,00,00,00,00,0
0.122554,043f,8,50,60,ff,4b,88,09,00,00,0
0.122802,0440,8,f0,00,00,ff,88,09,00,00,0
0.123038,0545,8,0f,00,8a,3c,00,3c,00,00,0
0.124821,04b1,8,01,00,00,00,00,00,01,00,0
0.125058,0164,8,08,00,00,00,00,0d,05,00,0
0.125385,02b0,5,00,00,07,cc,00,00,00,00,0
0.125633,0165,8,e8,7f,00,00,00,0c,94,00,0
0.125898,0220,0,00,00,00,00,00,00,00,00,0
0.126137,0220,8,03,fa,03,0c,00,45,10,00,0
0.129707,04f0,8,00,f2,00,00,ce,d2,04,00,0
0.129914,0153,8,80,10,ff,00,ff,20,ae,00,0
0.130161,01f1,8,00,00,00,00,00,00,00,00,0
0.130392,0080,8,17,a6,0a,22,1a,21,c0,00,0
0.130632,0081,8,84,60,00,00,00,00,80,00,0
0.130876,018f,8,29,21,00,00,45,00,00,00,0
0.131112,0220,8,03,f4,03,09,00,45,10,00,0
0.131348,0260,8,21,00,30,ff,93,63,02,00,0
0.131584,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.131817,0316,8,22,a6,0a,21,1a,00,7f,00,0
0.132049,0329,8,a7,7f,8c,11,2f,00,10,00,0
0.132291,0370,8,20,00,80,ff,00,00,a0,00,0
0.132532,043f,8,50,60,ff,4b,88,09,00,00,0
0.132774,0440,8,00,00,00,ff,88,09,00,00,0
0.133014,0545,8,0f,00,8a,3c,00,3c,00,00,0
0.134759,04b0,8,00,00,00,00,00,00,00,00,0
0.134975,0164,8,08,00,00,00,00,0e,06,00,0
0.135422,02b0,5,00,00,07,ed,00,00,00,00,0
0.135656,0165,8,e8,7f,00,00,00,0d,95,00,0
0.136195,02c0,0,00,00,00,00,00,00,00,00,0
0.136454,02c0,8,00,00,00,00,00,00,00,00,0
0.136982,0350,8,20,84,79,7b,00,00,a3,00,0
0.137214,02c0,8,00,00,00,00,00,00,00,00,0
0.139702,0153,8,80,10,ff,00,ff,30,be,00,0
0.139906,0220,8,03,f7,03,09,00,43,10,00,0
0.140138,0316,8,22,a6,0a,21,1a,00,7f,00,0
0.140382,018f,8,29,21,00,00,45,00,00,00,0
0.140614,0080,8,17,a6,0a,22,1a,21,b1,00,0
0.140857,0081,8,84,60,00,00,00,00,71,00,0
0.141088,0260,8,21,00,30,ff,93,63,11,00,0
0.141325,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.141554,0329,8,a7,7f,8c,11,2f,00,10,00,0
0.141794,0370,8,20,00,80,ff,00,00,64,00,0
0.142041,0382,8,fe,0f,00,00,00,00,04,00,0
0.142279,043f,8,50,60,ff,4b,88,09,00,00,0
0.142525,0440,8,50,00,00,ff,88,09,00,00,0
0.142765,04f2,8,00,b0,38,00,00,00,f9,00,0
0.142999,0545,8,0f,00,8a,3c,00,3c,00,00,0
0.144655,04b1,8,01,00,00,00,00,00,01,00,0
0.144888,0164,8,08,00,00,00,00,0f,07,00,0
0.145441,02b0,5,00,00,07,ee,00,00,00,00,0
0.145662,0165,8,e8,7f,00,00,00,0e,96,00,0
0.146494,04b0,0,00,00,00,00,00,00,00,00,0
0.146744,04b0,8,00,00,00,00,00,00,00,00,0
0.149617,0153,8,80,10,ff,00,ff,40,ce,00,0
0.149839,01f1,8,00,00,00,00,00,00,00,00,0
0.150072,0220,8,03,ff,03,09,00,3d,10,00,0
0.150314,0370,8,20,00,80,ff,00,00,28,00,0
0.150555,0110,8,3c,30,09,00,00,00,00,00,0
0.150795,043f,8,50,60,ff,4b,88,09,00,00,0
0.151025,0316,8,22,a6,0a,21,1a,00,7f,00,0
0.151263,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.151498,0080,8,17,a6,0a,22,1a,21,a2,00,0
0.151743,0081,8,84,60,00,00,00,00,62,00,0
0.151981,018f,8,29,21,00,00,45,00,00,00,0
0.152217,0260,8,21,00,30,ff,93,63,20,00,0
0.152448,0329,8,a7,7f,8c,11,2f,00,10,00,0
0.152688,0440,8,a0,00,00,ff,88,09,00,00,0
0.15293,04f0,8,00,f4,00,00,ce,d2,04,00,0
0.153165,0545,8,0f,00,8b,3c,00,3c,00,00,0
0.154592,04b0,8,00,00,00,00,00,00,00,00,0
0.154816,0164,8,08,00,00,00,00,00,08,00,0
0.155473,02b0,5,00,00,07,ff,00,00,00,00,0
0.15571,0165,8,e8,7f,00,00,00,0f,97,00,0
0.156931,0350,8,20,94,79,7b,00,00,b3,00,0
0.157,04b1,0,00,00,00,00,00,00,00,00,0
0.157268,04b1,8,01,00,00,00,00,00,01,00,0
0.159408,0587,8,00,00,00,00,00,00,09,00,0
0.159634,0153,8,80,10,ff,00,ff,50,de,00,0
0.15987,0220,8,03,02,04,09,00,38,10,00,0
0.1601,0316,8,22,f0,0a,21,1a,00,7f,00,0
0.160339,0260,8,21,00,30,ff,93,63,3f,00,0
0.160571,0080,8,17,f0,0a,22,1a,21,a3,00,0
0.160812,0081,8,84,60,00,00,00,00,53,00,0
0.161058,018f,8,29,21,00,00,45,00,00,00,0
0.161289,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.161519,0329,8,a7,7f,8c,11,2f,00,10,00,0
0.161763,0370,8,20,00,80,ff,00,00,ec,00,0
0.16201,0382,8,fe,0f,00,00,00,00,08,00,0
0.162248,043f,8,50,60,ff,4b,88,09,00,00,0
0.162492,0440,8,f0,00,00,ff,8c,09,00,00,0
0.162732,04f2,8,00,b0,38,00,00,00,fa,00,0
0.162977,0545,8,0f,00,8c,3c,00,3c,00,00,0
0.164504,04b1,8,01,00,00,00,00,00,01,00,0
0.164724,0164,8,08,00,00,00,00,01,09,00,0
0.165434,02b0,5,00,00,07,20,00,00,00,00,0
0.165662,00a0,8,75,9c,0a,00,25,00,02,00,0
0.165898,00a1,8,86,80,80,28,00,00,00,00,0
0.166141,0165,8,e8,7f,00,00,00,00,98,00,0
0.16706,05a0,0,00,00,00,00,00,00,00,00,0
0.167314,05a0,8,00,00,00,00,00,00,00,00,0
0.169447,0153,8,80,10,ff,00,ff,60,ee,00,0
0.169673,01f1,8,00,00,00,00,00,00,00,00,0
0.169915,0220,8,03,02,04,09,00,34,10,00,0
0.170141,0316,8,22,ee,0a,21,1a,00,7f,00,0
0.170375,0080,8,17,ee,0a,22,1a,21,c4,00,0
0.170618,0081,8,84,60,00,00,00,00,44,00,0
0.170866,018f,8,29,21,00,00,45,00,00,00,0
0.171096,0260,8,21,00,30,ff,93,63,02,00,0
0.171336,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.171567,0329,8,a7,7f,8c,11,2f,00,10,00,0
0.171808,0370,8,20,00,80,ff,00,00,a0,00,0
0.172048,043f,8,50,60,ff,4b,8c,09,00,00,0
0.172292,0440,8,00,00,00,ff,94,09,00,00,0
0.172525,04f0,8,00,f6,00,00,ce,d2,04,00,0
0.172764,0545,8,17,00,8c,3c,00,3c,00,00,0
0.174429,04b0,8,00,00,00,00,00,00,00,00,0
0.174656,0164,8,08,00,00,00,00,02,0a,00,0
0.175493,02b0,5,00,00,07,21,00,00,00,00,0
0.175713,0165,8,e8,7f,00,00,00,01,99,00,0
0.177033,0350,8,20,a4,79,7b,00,00,83,00,0
0.177441,05a2,0,00,00,00,00,00,00,00,00,0
0.177604,05a2,4,00,a5,01,00,00,00,00,00,0
0.179363,0153,8,80,10,ff,00,ff,70,fe,00,0
0.179593,0220,8,03,05,04,0c,00,34,10,00,0
0.179829,04f2,8,00,b0,38,00,00,00,fb,00,0
0.180071,0370,8,20,00,80,ff,00,00,64,00,0
0.180303,0316,8,22,ee,0a,21,1a,00,7f,00,0
0.180532,0260,8,21,00,30,ff,93,63,11,00,0
0.18077,0080,8,17,ee,0a,22,1a,21,b5,00,0
0.181006,0081,8,84,60,00,00,00,00,35,00,0
0.181253,018f,8,29,21,00,00,45,00,00,00,0
0.181485,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.18172,0329,8,a7,7f,8c,11,2f,00,10,00,0
0.181961,0382,8,fe,0f,00,00,00,00,0c,00,0
0.182202,043f,8,50,60,ff,4b,90,09,00,00,0
0.182445,0440,8,50,00,00,ff,94,09,00,00,0
0.182681,0545,8,17,00,8c,3c,00,3c,00,00,0
0.184336,04b1,8,01,00,00,00,00,00,01,00,0
0.18456,0164,8,08,00,00,00,00,03,0b,00,0
0.185488,02b0,5,00,00,07,22,00,00,00,00,0
0.185725,0165,8,e8,7f,00,00,00,02,9a,00,0
0.187749,0153,0,00,00,00,00,00,00,00,00,0
0.187988,0153,8,80,10,ff,00,ff,70,fe,00,0
0.189283,0153,8,80,10,ff,00,ff,80,0e,00,0
0.189513,01f1,8,00,00,00,00,00,00,00,00,0
0.189749,0220,8,03,06,04,0c,00,34,10,00,0
0.189994,0370,8,20,00,80,ff,00,00,28,00,0
0.190228,0316,8,22,ee,0a,21,1a,00,7f,00,0
0.190477,018f,8,29,21,00,00,45,00,00,00,0
0.190705,0080,8,17,ee,0a,22,1a,21,a6,00,0
0.190943,0081,8,84,60,00,00,00,00,26,00,0
0.191176,0260,8,21,00,30,ff,93,63,20,00,0
0.191416,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.191646,0329,8,a7,7f,8c,11,2f,00,10,00,0
0.191886,043f,8,50,60,ff,4b,94,09,00,00,0
0.192123,0440,8,a0,00,00,ff,98,09,00,00,0
0.192367,04f0,8,00,f8,00,00,ce,d2,04,00,0
0.192606,0545,8,17,00,8b,3c,00,3c,00,00,0
0.192849,04f1,8,16,00,00,00,00,00,00,00,0
0.193121,051a,8,03,00,00,00,00,00,00,00,0
0.193381,0690,8,00,01,20,a0,00,30,08,00,0
0.194246,04b0,8,00,00,00,00,00,00,00,00,0
0.194492,0164,8,08,00,00,00,00,04,0c,00,0
0.195471,05e4,3,02,00,00,00,00,00,00,00,0
0.195686,0165,8,e8,7f,00,00,00,03,9b,00,0
0.195869,02b0,5,00,00,07,13,00,00,00,00,0
0.197007,0350,8,20,b4,79,7b,00,00,93,00,0
0.198036,0164,0,00,00,00,00,00,00,00,00,0
0.198291,0164,8,08,00,00,00,00,04,0c,00,0
0.199195,0153,8,80,10,ff,00,ff,90,1e,00,0
0.199424,0220,8,03,01,04,09,00,34,10,00,0
0.199786,04f2,8,00,c0,38,00,00,00,fc,00,0
0.200014,0316,8,20,a4,0a,20,1a,00,7f,00,0
0.200249,02a0,8,00,60,9d,db,0c,ba,02,00,0
0.20048,0080,8,17,a4,0a,20,1a,20,a7,00,0
0.200727,0081,8,84,60,00,00,00,00,17,00,0
