Timestamp,ID,DLC,Data0,Data1,Data2,Data3,Data4,Data5,Data6,Data7,Label,data_unique_bytes,data_sum,data_mean,data_std,data_max,data_min,data_range,time_diff,ID_count_10,Data0_bitcount,Data1_bitcount,Data2_bitcount,Data3_bitcount,Data4_bitcount,Data5_bitcount,Data6_bitcount,Data7_bitcount,ID_dec,Data0_norm,Data1_norm,Data2_norm,Data3_norm,Data4_norm,Data5_norm,Data6_norm,Data7_norm
0.002638,0370,8,32,0,128,255,0,0,236,0,0,5,651,81.375,110.29433025189593,255,0,255,0.0002360000000000001,1.0,1,0,1,8,0,0,5,0,880,0.04915514592933948,0.0,0.1966205837173579,0.391705069124424,0.0,0.0,0.36251920122887865,0.0
0.002882,0382,8,254,15,0,0,0,0,8,0,0,4,277,34.625,88.81270420706392,254,0,254,0.00024399999999999986,1.0,7,4,0,0,0,0,1,0,898,0.9169675090252708,0.05415162454873646,0.0,0.0,0.0,0.0,0.02888086642599278,0.0
0.003123,043f,8,80,96,255,75,152,9,0,0,0,7,667,83.375,87.70068822013721,255,0,255,0.0002409999999999999,1.0,2,2,8,4,3,2,0,0,1087,0.1199400299850075,0.14392803598200898,0.3823088455772114,0.11244377811094453,0.22788605697151423,0.013493253373313344,0.0,0.0
0.00337,0440,8,240,0,0,255,160,9,0,0,0,5,664,83.0,115.38383149916876,255,0,255,0.00024700000000000026,1.0,4,0,0,8,2,2,0,0,1088,0.3614457831325301,0.0,0.0,0.38403614457831325,0.24096385542168675,0.01355421686746988,0.0,0.0
0.003852,0545,8,16,0,140,50,0,50,0,0,0,4,256,32.0,48.79109989097836,140,0,140,0.0004819999999999998,1.0,1,0,3,3,0,3,0,0,1349,0.0625,0.0,0.546875,0.1953125,0.0,0.1953125,0.0,0.0
0.004095,059b,8,0,0,0,0,0,0,196,0,0,2,196,24.5,69.29646455628166,196,0,196,0.00024299999999999973,1.0,0,0,0,0,0,0,3,0,1435,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.005486,02b0,5,0,0,7,48,0,0,0,0,0,3,55,6.875,16.796577032240826,48,0,48,0.0013910000000000007,1.0,0,0,3,2,0,0,0,0,688,0.0,0.0,0.12727272727272726,0.8727272727272727,0.0,0.0,0.0,0.0
0.005713,0165,8,232,127,0,0,0,0,152,0,0,4,511,63.875,92.90307929695949,232,0,232,0.00022699999999999977,1.0,4,7,0,0,0,0,3,0,357,0.45401174168297453,0.24853228962818003,0.0,0.0,0.0,0.0,0.2974559686888454,0.0
0.005957,04b1,8,1,0,0,0,0,0,1,0,0,2,2,0.25,0.4629100498862757,1,0,1,0.00024399999999999943,1.0,1,0,0,0,0,0,1,0,1201,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
0.006204,0164,8,8,0,0,0,0,1,9,0,0,4,18,2.25,3.882193783343198,9,0,9,0.0002470000000000007,1.0,1,0,0,0,0,1,2,0,356,0.4444444444444444,0.0,0.0,0.0,0.0,0.05555555555555555,0.5,0.0
0.009778,04f0,8,0,230,0,0,206,210,4,0,0,5,650,81.25,111.2522872959088,230,0,230,0.003574,1.0,0,5,0,0,5,4,1,0,1264,0.0,0.35384615384615387,0.0,0.0,0.3169230769230769,0.3230769230769231,0.006153846153846154,0.0
0.009958,0316,8,32,234,10,32,26,0,127,0,0,6,461,57.625,82.06606659097464,234,0,234,0.0001799999999999996,2.0,1,5,2,1,3,0,7,0,790,0.06941431670281996,0.5075921908893709,0.021691973969631236,0.06941431670281996,0.05639913232104121,0.0,0.2754880694143167,0.0
0.010193,0329,8,167,127,140,17,47,0,16,0,0,7,514,64.25,69.02121826966379,167,0,167,0.00023500000000000083,2.0,5,7,3,2,5,0,1,0,809,0.32490272373540857,0.24708171206225682,0.2723735408560311,0.033073929961089495,0.0914396887159533,0.0,0.0311284046692607,0.0
0.010429,0080,8,23,234,10,32,26,32,52,0,0,7,409,51.125,75.50106432551607,234,0,234,0.0002360000000000001,2.0,4,5,2,1,3,1,3,0,128,0.05623471882640587,0.5721271393643031,0.02444987775061125,0.07823960880195599,0.06356968215158924,0.07823960880195599,0.1271393643031785,0.0
0.010669,0081,8,132,96,0,0,0,0,68,0,0,4,296,37.0,53.867562463084276,132,0,132,0.0002399999999999989,2.0,2,2,0,0,0,0,2,0,129,0.44594594594594594,0.32432432432432434,0.0,0.0,0.0,0.0,0.22972972972972974,0.0
0.010908,0153,8,128,16,255,0,255,80,222,0,0,6,956,119.5,112.20644239207353,255,0,255,0.00023899999999999963,3.0,1,1,8,0,8,2,6,0,339,0.13389121338912133,0.016736401673640166,0.26673640167364016,0.0,0.26673640167364016,0.08368200836820083,0.23221757322175732,0.0
0.01115,018f,8,41,32,0,0,69,0,0,0,0,4,142,17.75,26.580067720004024,69,0,69,0.0002420000000000009,2.0,3,1,0,0,3,0,0,0,399,0.2887323943661972,0.22535211267605634,0.0,0.0,0.4859154929577465,0.0,0.0,0.0
0.011644,0220,8,3,6,4,12,0,58,16,0,0,7,99,12.375,19.272018946797303,58,0,58,0.0004939999999999996,2.0,2,2,1,2,0,4,1,0,544,0.030303030303030304,0.06060606060606061,0.04040404040404041,0.12121212121212122,0.0,0.5858585858585859,0.16161616161616163,0.0
0.011909,0260,8,32,0,48,255,147,95,8,0,0,7,585,73.125,89.66037108364623,255,0,255,0.0002649999999999996,2.0,1,0,2,8,4,6,1,0,608,0.0547008547008547,0.0,0.08205128205128205,0.4358974358974359,0.2512820512820513,0.1623931623931624,0.013675213675213675,0.0
0.012119,02a0,8,0,96,157,219,12,186,2,0,0,7,672,84.0,92.67608722241754,219,0,219,0.00021000000000000012,2.0,0,2,5,6,2,5,1,0,672,0.0,0.14285714285714285,0.23363095238095238,0.32589285714285715,0.017857142857142856,0.2767857142857143,0.002976190476190476,0.0
0.012458,0164,8,8,0,0,0,0,1,9,0,0,4,18,2.25,3.882193783343198,9,0,9,0.00033900000000000076,2.0,1,0,0,0,0,1,2,0,356,0.4444444444444444,0.0,0.0,0.0,0.0,0.05555555555555555,0.5,0.0
0.0127,0370,8,32,0,128,255,0,0,160,0,0,5,575,71.875,97.61796892551523,255,0,255,0.00024199999999999916,2.0,1,0,1,8,0,0,2,0,880,0.05565217391304348,0.0,0.22260869565217392,0.4434782608695652,0.0,0.0,0.2782608695652174,0.0
0.012942,043f,8,80,96,255,75,156,9,0,0,0,7,671,83.875,88.15803585444883,255,0,255,0.0002420000000000009,2.0,2,2,8,4,4,2,0,0,1087,0.11922503725782414,0.14307004470938897,0.38002980625931443,0.11177347242921014,0.23248882265275708,0.013412816691505217,0.0,0.0
0.013188,0440,8,0,0,0,255,160,9,0,0,0,4,424,53.0,98.73051344804344,255,0,255,0.0002459999999999997,2.0,0,0,0,8,2,2,0,0,1088,0.0,0.0,0.0,0.6014150943396226,0.37735849056603776,0.02122641509433962,0.0,0.0
0.01367,0545,8,16,0,140,50,0,50,0,0,0,4,256,32.0,48.79109989097836,140,0,140,0.0004819999999999998,2.0,1,0,3,3,0,3,0,0,1349,0.0625,0.0,0.546875,0.1953125,0.0,0.1953125,0.0,0.0
0.015432,02b0,5,0,0,7,17,0,0,0,0,0,3,24,3.0,6.164414002968976,17,0,17,0.0017619999999999997,2.0,0,0,3,2,0,0,0,0,688,0.0,0.0,0.2916666666666667,0.7083333333333334,0.0,0.0,0.0,0.0
0.015665,0165,8,232,127,0,0,0,1,153,0,0,5,513,64.125,92.9415138675931,232,0,232,0.00023299999999999883,2.0,4,7,0,0,0,1,4,0,357,0.4522417153996101,0.2475633528265107,0.0,0.0,0.0,0.001949317738791423,0.2982456140350877,0.0
0.016156,0164,8,8,0,0,0,0,2,10,0,0,4,20,2.5,4.105745103771404,10,0,10,0.0004910000000000019,3.0,1,0,0,0,0,1,2,0,356,0.4,0.0,0.0,0.0,0.0,0.1,0.5,0.0
0.016897,0350,8,32,36,121,123,0,0,3,0,0,6,315,39.375,53.044287426370694,123,0,123,0.0007409999999999986,1.0,1,2,5,6,0,0,2,0,848,0.10158730158730159,0.11428571428571428,0.38412698412698415,0.3904761904761905,0.0,0.0,0.009523809523809525,0.0
0.019768,04f2,8,0,160,56,0,0,0,243,0,0,4,459,57.375,93.6939356171389,243,0,243,0.002871000000000002,1.0,0,2,3,0,0,0,6,0,1266,0.0,0.3485838779956427,0.12200435729847495,0.0,0.0,0.0,0.5294117647058824,0.0
0.01995,0370,8,32,0,128,255,0,0,100,0,0,5,515,64.375,92.02474434318506,255,0,255,0.00018199999999999814,3.0,1,0,1,8,0,0,3,0,880,0.062135922330097085,0.0,0.24854368932038834,0.49514563106796117,0.0,0.0,0.1941747572815534,0.0
0.02019,043f,8,80,96,255,75,156,9,0,0,0,7,671,83.875,88.15803585444883,255,0,255,0.00024000000000000063,3.0,2,2,8,4,4,2,0,0,1087,0.11922503725782414,0.14307004470938897,0.38002980625931443,0.11177347242921014,0.23248882265275708,0.013412816691505217,0.0,0.0
0.020434,0440,8,80,0,0,255,156,9,0,0,0,5,500,62.5,96.0595053673949,255,0,255,0.00024400000000000116,3.0,2,0,0,8,4,2,0,0,1088,0.16,0.0,0.0,0.51,0.312,0.018,0.0,0.0
0.020672,0153,8,128,16,255,0,255,96,238,0,0,6,988,123.5,113.72397661506064,255,0,255,0.00023799999999999863,4.0,1,1,8,0,8,2,6,0,339,0.12955465587044535,0.016194331983805668,0.25809716599190285,0.0,0.25809716599190285,0.09716599190283401,0.2408906882591093,0.0
0.020913,0220,8,3,3,4,12,0,62,16,0,0,6,100,12.5,20.798351583032453,62,0,62,0.00024100000000000163,3.0,2,2,1,2,0,5,1,0,544,0.03,0.03,0.04,0.12,0.0,0.62,0.16,0.0
0.021148,0316,8,32,234,10,32,26,0,127,0,0,6,461,57.625,82.06606659097464,234,0,234,0.0002349999999999991,3.0,1,5,2,1,3,0,7,0,790,0.06941431670281996,0.5075921908893709,0.021691973969631236,0.06941431670281996,0.05639913232104121,0.0,0.2754880694143167,0.0
0.021381,0329,8,167,127,140,17,47,0,16,0,0,7,514,64.25,69.02121826966379,167,0,167,0.00023300000000000057,3.0,5,7,3,2,5,0,1,0,809,0.32490272373540857,0.24708171206225682,0.2723735408560311,0.033073929961089495,0.0914396887159533,0.0,0.0311284046692607,0.0
0.021618,0080,8,23,234,10,32,26,32,37,0,0,7,394,49.25,75.66231369899889,234,0,234,0.00023699999999999763,3.0,4,5,2,1,3,1,3,0,128,0.0583756345177665,0.5939086294416244,0.025380710659898477,0.08121827411167512,0.06598984771573604,0.08121827411167512,0.09390862944162437,0.0
0.021858,0081,8,132,96,0,0,0,0,53,0,0,4,281,35.125,52.88650246383422,132,0,132,0.00024000000000000063,3.0,2,2,0,0,0,0,4,0,129,0.4697508896797153,0.3416370106761566,0.0,0.0,0.0,0.0,0.18861209964412812,0.0
0.022108,018f,8,41,32,0,0,69,0,0,0,0,4,142,17.75,26.580067720004024,69,0,69,0.0002500000000000002,3.0,3,1,0,0,3,0,0,0,399,0.2887323943661972,0.22535211267605634,0.0,0.0,0.4859154929577465,0.0,0.0,0.0
0.02234,0260,8,32,0,48,255,147,97,20,0,0,7,599,74.875,88.57674235212247,255,0,255,0.00023199999999999957,3.0,1,0,2,8,4,3,2,0,608,0.05342237061769616,0.0,0.08013355592654424,0.4257095158597663,0.24540901502504173,0.16193656093489148,0.0333889816360601,0.0
0.022927,02a0,8,0,96,157,219,12,186,2,0,0,7,672,84.0,92.67608722241754,219,0,219,0.0005870000000000007,3.0,0,2,5,6,2,5,1,0,672,0.0,0.14285714285714285,0.23363095238095238,0.32589285714285715,0.017857142857142856,0.2767857142857143,0.002976190476190476,0.0
0.023169,0382,8,254,15,0,0,0,0,12,0,0,4,281,35.125,88.65251184903255,254,0,254,0.00024199999999999916,2.0,7,4,0,0,0,0,2,0,898,0.9039145907473309,0.05338078291814947,0.0,0.0,0.0,0.0,0.042704626334519574,0.0
0.023404,0545,8,16,0,139,50,0,49,0,0,0,5,254,31.75,48.42298745725747,139,0,139,0.00023500000000000257,3.0,1,0,4,3,0,3,0,0,1349,0.06299212598425197,0.0,0.547244094488189,0.1968503937007874,0.0,0.19291338582677164,0.0,0.0
0.025518,02b0,5,0,0,7,114,0,0,0,0,0,3,121,15.125,40.02655368627182,114,0,114,0.002113999999999998,3.0,0,0,3,4,0,0,0,0,688,0.0,0.0,0.05785123966942149,0.9421487603305785,0.0,0.0,0.0,0.0
0.025701,0165,8,232,127,0,0,0,2,133,0,0,5,494,61.75,90.3497173685199,232,0,232,0.0001830000000000026,3.0,4,7,0,0,0,1,3,0,357,0.46963562753036436,0.25708502024291496,0.0,0.0,0.0,0.004048582995951417,0.2692307692307692,0.0
0.025947,04b1,8,1,0,0,0,0,0,1,0,0,2,2,0.25,0.4629100498862757,1,0,1,0.0002459999999999997,2.0,1,0,0,0,0,0,1,0,1201,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
0.026197,0164,8,8,0,0,0,0,3,11,0,0,4,22,2.75,4.367084676466507,11,0,11,0.0002500000000000002,4.0,1,0,0,0,0,2,3,0,356,0.36363636363636365,0.0,0.0,0.0,0.0,0.13636363636363635,0.5,0.0
0.029746,04f0,8,0,232,0,0,206,210,4,0,0,5,652,81.5,111.63588772689286,232,0,232,0.003549,2.0,0,4,0,0,5,4,1,0,1264,0.0,0.3558282208588957,0.0,0.0,0.3159509202453988,0.3220858895705521,0.006134969325153374,0.0
0.029956,043f,8,80,96,255,75,152,9,0,0,0,7,667,83.375,87.70068822013721,255,0,255,0.00020999999999999838,4.0,2,2,8,4,3,2,0,0,1087,0.1199400299850075,0.14392803598200898,0.3823088455772114,0.11244377811094453,0.22788605697151423,0.013493253373313344,0.0,0.0
0.030184,0316,8,32,156,10,33,26,0,127,0,0,7,384,48.0,59.66812980382169,156,0,156,0.00022799999999999904,4.0,1,4,2,2,3,0,7,0,790,0.08333333333333333,0.40625,0.026041666666666668,0.0859375,0.06770833333333333,0.0,0.3307291666666667,0.0
0.030417,02a0,8,0,96,157,219,12,186,2,0,0,7,672,84.0,92.67608722241754,219,0,219,0.00023300000000000057,4.0,0,2,5,6,2,5,1,0,672,0.0,0.14285714285714285,0.23363095238095238,0.32589285714285715,0.017857142857142856,0.2767857142857143,0.002976190476190476,0.0
0.030654,0080,8,23,156,10,32,26,33,54,0,0,8,334,41.75,48.88105095900806,156,0,156,0.0002370000000000011,4.0,4,4,2,1,3,2,4,0,128,0.0688622754491018,0.46706586826347307,0.029940119760479042,0.09580838323353294,0.07784431137724551,0.09880239520958084,0.16167664670658682,0.0
0.030893,0081,8,132,96,0,0,0,0,38,0,0,4,266,33.25,52.426138518872435,132,0,132,0.00023899999999999963,4.0,2,2,0,0,0,0,3,0,129,0.49624060150375937,0.3609022556390977,0.0,0.0,0.0,0.0,0.14285714285714285,0.0
0.031133,0153,8,128,16,255,0,255,112,254,0,0,6,1020,127.5,115.69664768572288,255,0,255,0.00024000000000000063,5.0,1,1,8,0,8,3,7,0,339,0.12549019607843137,0.01568627450980392,0.25,0.0,0.25,0.10980392156862745,0.24901960784313726,0.0
0.031376,018f,8,41,33,0,0,69,0,0,0,0,4,143,17.875,26.658890235180994,69,0,69,0.00024300000000000016,4.0,3,2,0,0,3,0,0,0,399,0.2867132867132867,0.23076923076923078,0.0,0.0,0.4825174825174825,0.0,0.0,0.0
0.031868,0220,8,3,252,3,12,0,62,16,0,0,6,348,43.5,86.70804872839496,252,0,252,0.0004919999999999994,4.0,2,6,2,2,0,5,1,0,544,0.008620689655172414,0.7241379310344828,0.008620689655172414,0.034482758620689655,0.0,0.1781609195402299,0.04597701149425287,0.0
0.0321,0260,8,33,0,48,255,147,97,34,0,0,7,614,76.75,87.39687800896715,255,0,255,0.0002319999999999961,4.0,2,0,2,8,4,3,2,0,608,0.05374592833876222,0.0,0.0781758957654723,0.4153094462540717,0.23941368078175895,0.15798045602605862,0.05537459283387622,0.0
0.032343,0329,8,167,127,140,17,47,0,16,0,0,7,514,64.25,69.02121826966379,167,0,167,0.00024300000000000016,4.0,5,7,3,2,5,0,1,0,809,0.32490272373540857,0.24708171206225682,0.2723735408560311,0.033073929961089495,0.0914396887159533,0.0,0.0311284046692607,0.0
0.032585,0370,8,32,0,128,255,0,0,40,0,0,5,455,56.875,91.14734930712075,255,0,255,0.0002420000000000061,4.0,1,0,1,8,0,0,2,0,880,0.07032967032967033,0.0,0.2813186813186813,0.5604395604395604,0.0,0.0,0.08791208791208792,0.0
0.032821,0440,8,160,0,0,255,152,9,0,0,0,5,576,72.0,101.65628362280415,255,0,255,0.0002360000000000001,4.0,2,0,0,8,3,2,0,0,1088,0.2777777777777778,0.0,0.0,0.4427083333333333,0.2638888888888889,0.015625,0.0,0.0
0.033163,0220,8,3,252,3,12,0,62,16,0,0,6,348,43.5,86.70804872839496,252,0,252,0.0003419999999999951,5.0,2,6,2,2,0,5,1,0,544,0.008620689655172414,0.7241379310344828,0.008620689655172414,0.034482758620689655,0.0,0.1781609195402299,0.04597701149425287,0.0
0.033403,0545,8,16,0,138,50,0,51,0,0,0,5,255,31.875,48.2151058131311,138,0,138,0.0002400000000000041,4.0,1,0,3,3,0,4,0,0,1349,0.06274509803921569,0.0,0.5411764705882353,0.19607843137254902,0.0,0.2,0.0,0.0
0.035446,02b0,5,0,0,7,51,0,0,0,0,0,3,58,7.25,17.84656829757475,51,0,51,0.002042999999999996,4.0,0,0,3,4,0,0,0,0,688,0.0,0.0,0.1206896551724138,0.8793103448275862,0.0,0.0,0.0,0.0
0.035672,0165,8,232,127,0,0,0,3,132,0,0,5,494,61.75,90.14393252697916,232,0,232,0.00022600000000000398,4.0,4,7,0,0,0,2,2,0,357,0.46963562753036436,0.25708502024291496,0.0,0.0,0.0,0.006072874493927126,0.26720647773279355,0.0
0.036173,0164,8,8,0,0,0,0,4,12,0,0,4,24,3.0,4.65985898008574,12,0,12,0.0005009999999999945,5.0,1,0,0,0,0,1,2,0,356,0.3333333333333333,0.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.0
0.036895,0350,8,32,52,121,123,0,0,19,0,0,6,347,43.375,51.83473049717038,123,0,123,0.0007220000000000004,2.0,1,3,5,6,0,0,3,0,848,0.09221902017291066,0.14985590778097982,0.34870317002881845,0.35446685878962536,0.0,0.0,0.05475504322766571,0.0
0.039019,05a2,4,0,165,1,0,0,0,0,0,0,3,166,20.75,58.286852229788,165,0,165,0.002124000000000001,1.0,0,4,1,0,0,0,0,0,1442,0.0,0.9939759036144579,0.006024096385542169,0.0,0.0,0.0,0.0,0.0
0.03984,043f,8,80,96,255,75,148,9,0,0,0,7,663,82.875,87.26386504651936,255,0,255,0.0008210000000000023,5.0,2,2,8,4,3,2,0,0,1087,0.12066365007541478,0.14479638009049775,0.38461538461538464,0.11312217194570136,0.22322775263951736,0.013574660633484163,0.0,0.0
0.040068,0260,8,33,0,48,255,147,97,49,0,0,7,629,78.625,86.50505765560763,255,0,255,0.00022799999999999904,5.0,2,0,2,8,4,3,3,0,608,0.05246422893481717,0.0,0.07631160572337042,0.40540540540540543,0.23370429252782193,0.15421303656597773,0.07790143084260731,0.0
0.040302,02a0,8,0,96,157,219,12,186,2,0,0,7,672,84.0,92.67608722241754,219,0,219,0.0002339999999999981,5.0,0,2,5,6,2,5,1,0,672,0.0,0.14285714285714285,0.23363095238095238,0.32589285714285715,0.017857142857142856,0.2767857142857143,0.002976190476190476,0.0
0.040541,0080,8,23,158,10,32,26,33,7,0,0,8,289,36.125,50.6964002666856,158,0,158,0.0002390000000000031,5.0,4,5,2,1,3,2,3,0,128,0.07958477508650519,0.5467128027681661,0.03460207612456748,0.11072664359861592,0.08996539792387544,0.11418685121107267,0.02422145328719723,0.0
0.040782,0081,8,132,96,0,0,0,0,23,0,0,4,251,31.375,52.50017006775175,132,0,132,0.00024099999999999816,5.0,2,2,0,0,0,0,4,0,129,0.5258964143426295,0.38247011952191234,0.0,0.0,0.0,0.0,0.09163346613545817,0.0
0.041022,0153,8,128,16,255,0,255,128,14,0,0,5,796,99.5,109.58884197633574,255,0,255,0.0002400000000000041,6.0,1,1,8,0,8,1,3,0,339,0.16080402010050251,0.020100502512562814,0.3203517587939699,0.0,0.3203517587939699,0.16080402010050251,0.017587939698492462,0.0
0.041268,018f,8,41,33,0,0,69,0,0,0,0,4,143,17.875,26.658890235180994,69,0,69,0.0002459999999999962,5.0,3,2,0,0,3,0,0,0,399,0.2867132867132867,0.23076923076923078,0.0,0.0,0.4825174825174825,0.0,0.0,0.0
0.041509,0220,8,3,244,3,12,0,62,16,0,0,6,340,42.5,83.9625766976829,244,0,244,0.00024099999999999816,6.0,2,5,2,2,0,5,1,0,544,0.008823529411764706,0.7176470588235294,0.008823529411764706,0.03529411764705882,0.0,0.18235294117647058,0.047058823529411764,0.0
0.041739,0316,8,32,158,10,33,26,0,127,0,0,7,386,48.25,60.18720794321664,158,0,158,0.00023000000000000104,5.0,1,5,2,2,3,0,7,0,790,0.08290155440414508,0.40932642487046633,0.025906735751295335,0.08549222797927461,0.06735751295336788,0.0,0.3290155440414508,0.0
0.041975,0329,8,167,127,140,17,47,0,16,0,0,7,514,64.25,69.02121826966379,167,0,167,0.0002360000000000001,5.0,5,7,3,2,5,0,1,0,809,0.32490272373540857,0.24708171206225682,0.2723735408560311,0.033073929961089495,0.0914396887159533,0.0,0.0311284046692607,0.0
0.042211,0370,8,32,0,128,255,0,0,236,0,0,5,651,81.375,110.29433025189593,255,0,255,0.0002360000000000001,5.0,1,0,1,8,0,0,5,0,880,0.04915514592933948,0.0,0.1966205837173579,0.391705069124424,0.0,0.0,0.36251920122887865,0.0
0.042459,0382,8,254,15,0,0,0,0,0,0,0,3,269,33.625,89.19951553359789,254,0,254,0.0002479999999999982,3.0,7,4,0,0,0,0,0,0,898,0.9442379182156134,0.055762081784386616,0.0,0.0,0.0,0.0,0.0,0.0
0.04271,0440,8,240,0,0,255,148,9,0,0,0,5,652,81.5,114.31285392040814,255,0,255,0.0002510000000000012,5.0,4,0,0,8,3,2,0,0,1088,0.36809815950920244,0.0,0.0,0.3911042944785276,0.22699386503067484,0.013803680981595092,0.0,0.0
0.042944,04f2,8,0,160,56,0,0,0,244,0,0,4,460,57.5,93.97720088252409,244,0,244,0.00023400000000000504,2.0,0,2,3,0,0,0,5,0,1266,0.0,0.34782608695652173,0.12173913043478261,0.0,0.0,0.0,0.5304347826086957,0.0
0.043538,0545,8,16,0,138,51,0,52,0,0,0,5,257,32.125,48.32756533727487,138,0,138,0.0005939999999999973,5.0,1,0,3,4,0,3,0,0,1349,0.0622568093385214,0.0,0.5369649805447471,0.19844357976653695,0.0,0.20233463035019456,0.0,0.0
0.045391,02b0,5,0,0,7,100,0,0,0,0,0,3,107,13.375,35.08739089758599,100,0,100,0.0018530000000000005,5.0,0,0,3,3,0,0,0,0,688,0.0,0.0,0.06542056074766354,0.9345794392523364,0.0,0.0,0.0,0.0
0.045621,0165,8,232,127,0,0,0,4,131,0,0,5,494,61.75,89.94085358087916,232,0,232,0.00023000000000000104,5.0,4,7,0,0,0,1,3,0,357,0.46963562753036436,0.25708502024291496,0.0,0.0,0.0,0.008097165991902834,0.2651821862348178,0.0
0.045865,04b1,8,1,0,0,0,0,0,1,0,0,2,2,0.25,0.4629100498862757,1,0,1,0.00024400000000000116,3.0,1,0,0,0,0,0,1,0,1201,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0
0.046112,0164,8,8,0,0,0,0,5,13,0,0,4,26,3.25,4.978525312350464,13,0,13,0.0002469999999999972,6.0,1,0,0,0,0,2,3,0,356,0.3076923076923077,0.0,0.0,0.0,0.0,0.19230769230769232,0.5,0.0
0.049702,04f0,8,0,234,0,0,206,210,4,0,0,5,654,81.75,112.02263801826588,234,0,234,0.003590000000000003,3.0,0,5,0,0,5,4,1,0,1264,0.0,0.3577981651376147,0.0,0.0,0.3149847094801223,0.3211009174311927,0.0061162079510703364,0.0
0.049903,0316,8,32,158,10,33,26,0,127,0,0,7,386,48.25,60.18720794321664,158,0,158,0.0002009999999999998,6.0,1,5,2,2,3,0,7,0,790,0.08290155440414508,0.40932642487046633,0.025906735751295335,0.08549222797927461,0.06735751295336788,0.0,0.3290155440414508,0.0
0.050136,0329,8,167,127,140,17,47,0,16,0,0,7,514,64.25,69.02121826966379,167,0,167,0.0002329999999999971,6.0,5,7,3,2,5,0,1,0,809,0.32490272373540857,0.24708171206225682,0.2723735408560311,0.033073929961089495,0.0914396887159533,0.0,0.0311284046692607,0.0
